unidade_territorial_id,unidade_territorial,nivel_territorial
4321477,Tiradentes do Sul - RS,Município
4321493,Toropi - RS,Município
4321501,Torres - RS,Município
4321600,Tramandaí - RS,Município
4321626,Travesseiro - RS,Município
4321634,Três Arroios - RS,Município
4321667,Três Cachoeiras - RS,Município
4321709,Três Coroas - RS,Município
4321808,Três de Maio - RS,Município
4321832,Três Forquilhas - RS,Município
4321857,Três Palmeiras - RS,Município
4321907,Três Passos - RS,Município
4321956,Trindade do Sul - RS,Município
4322004,Triunfo - RS,Município
4322103,Tucunduva - RS,Município
4322152,Tunas - RS,Município
4322186,Tupanci do Sul - RS,Município
4322202,Tupanciretã - RS,Município
4322251,Tupandi - RS,Município
4322301,Tuparendi - RS,Município
4322327,Turuçu - RS,Município
4322343,Ubiretama - RS,Município
4322350,União da Serra - RS,Município
4322376,Unistalda - RS,Município
4322400,Uruguaiana - RS,Município
4322509,Vacaria - RS,Município
4322525,Vale Verde - RS,Município
4322533,Vale do Sol - RS,Município
4322541,Vale Real - RS,Município
4322558,Vanini - RS,Município
4322608,Venâncio Aires - RS,Município
4322707,Vera Cruz - RS,Município
4322806,Veranópolis - RS,Município
4322855,Vespasiano Corrêa - RS,Município
4322905,Viadutos - RS,Município
4323002,Viamão - RS,Município
4323101,Vicente Dutra - RS,Município
4323200,Victor Graeff - RS,Município
4323309,Vila Flores - RS,Município
4323358,Vila Lângaro - RS,Município
4323408,Vila Maria - RS,Município
4323457,Vila Nova do Sul - RS,Município
4323507,Vista Alegre - RS,Município
4323606,Vista Alegre do Prata - RS,Município
4323705,Vista Gaúcha - RS,Município
4323754,Vitória das Missões - RS,Município
4323770,Westfália - RS,Município
4323804,Xangri-lá - RS,Município
5000203,Água Clara - MS,Município
5000252,Alcinópolis - MS,Município
5000609,Amambai - MS,Município
5000708,Anastácio - MS,Município
5000807,Anaurilândia - MS,Município
5000856,Angélica - MS,Município
5000906,Antônio João - MS,Município
5001003,Aparecida do Taboado - MS,Município
5001102,Aquidauana - MS,Município
5001243,Aral Moreira - MS,Município
5001508,Bandeirantes - MS,Município
5001904,Bataguassu - MS,Município
5002001,Batayporã - MS,Município
5002100,Bela Vista - MS,Município
5002159,Bodoquena - MS,Município
5002209,Bonito - MS,Município
5002308,Brasilândia - MS,Município
5002407,Caarapó - MS,Município
5002605,Camapuã - MS,Município
5002704,Campo Grande - MS,Município
5002803,Caracol - MS,Município
5002902,Cassilândia - MS,Município
5002951,Chapadão do Sul - MS,Município
5003108,Corguinho - MS,Município
5003157,Coronel Sapucaia - MS,Município
5003207,Corumbá - MS,Município
5003256,Costa Rica - MS,Município
5003306,Coxim - MS,Município
5003454,Deodápolis - MS,Município
5003488,Dois Irmãos do Buriti - MS,Município
5003504,Douradina - MS,Município
5003702,Dourados - MS,Município
5003751,Eldorado - MS,Município
5003801,Fátima do Sul - MS,Município
5003900,Figueirão - MS,Município
5004007,Glória de Dourados - MS,Município
5004106,Guia Lopes da Laguna - MS,Município
5004304,Iguatemi - MS,Município
5004403,Inocência - MS,Município
5004502,Itaporã - MS,Município
5004601,Itaquiraí - MS,Município
5004700,Ivinhema - MS,Município
5004809,Japorã - MS,Município
5004908,Jaraguari - MS,Município
5005004,Jardim - MS,Município
5005103,Jateí - MS,Município
5005152,Juti - MS,Município
5005202,Ladário - MS,Município
5005251,Laguna Carapã - MS,Município
5005400,Maracaju - MS,Município
5005608,Miranda - MS,Município
5005681,Mundo Novo - MS,Município
5005707,Naviraí - MS,Município
5005806,Nioaque - MS,Município
5006002,Nova Alvorada do Sul - MS,Município
5006200,Nova Andradina - MS,Município
5006259,Novo Horizonte do Sul - MS,Município
5006275,Paraíso das Águas - MS,Município
5006309,Paranaíba - MS,Município
5006358,Paranhos - MS,Município
5006408,Pedro Gomes - MS,Município
5006606,Ponta Porã - MS,Município
5006903,Porto Murtinho - MS,Município
5007109,Ribas do Rio Pardo - MS,Município
5007208,Rio Brilhante - MS,Município
5007307,Rio Negro - MS,Município
5007406,Rio Verde de Mato Grosso - MS,Município
5007505,Rochedo - MS,Município
5007554,Santa Rita do Pardo - MS,Município
5007695,São Gabriel do Oeste - MS,Município
5007703,Sete Quedas - MS,Município
5007802,Selvíria - MS,Município
5007901,Sidrolândia - MS,Município
5007935,Sonora - MS,Município
5007950,Tacuru - MS,Município
5007976,Taquarussu - MS,Município
5008008,Terenos - MS,Município
5008305,Três Lagoas - MS,Município
5008404,Vicentina - MS,Município
5100102,Acorizal - MT,Município
5100201,Água Boa - MT,Município
5100250,Alta Floresta - MT,Município
5100300,Alto Araguaia - MT,Município
5100359,Alto Boa Vista - MT,Município
5100409,Alto Garças - MT,Município
5100508,Alto Paraguai - MT,Município
5100607,Alto Taquari - MT,Município
5100805,Apiacás - MT,Município
5101001,Araguaiana - MT,Município
5101209,Araguainha - MT,Município
5101258,Araputanga - MT,Município
5101308,Arenápolis - MT,Município
5101407,Aripuanã - MT,Município
5101605,Barão de Melgaço - MT,Município
5101704,Barra do Bugres - MT,Município
5101803,Barra do Garças - MT,Município
5101852,Bom Jesus do Araguaia - MT,Município
5101902,Brasnorte - MT,Município
5102504,Cáceres - MT,Município
5102603,Campinápolis - MT,Município
5102637,Campo Novo do Parecis - MT,Município
5102678,Campo Verde - MT,Município
5102686,Campos de Júlio - MT,Município
5102694,Canabrava do Norte - MT,Município
5102702,Canarana - MT,Município
5102793,Carlinda - MT,Município
5102850,Castanheira - MT,Município
5103007,Chapada dos Guimarães - MT,Município
5103056,Cláudia - MT,Município
5103106,Cocalinho - MT,Município
5103205,Colíder - MT,Município
5103254,Colniza - MT,Município
5103304,Comodoro - MT,Município
5103353,Confresa - MT,Município
5103361,Conquista D'Oeste - MT,Município
5103379,Cotriguaçu - MT,Município
5103403,Cuiabá - MT,Município
5103437,Curvelândia - MT,Município
5103452,Denise - MT,Município
5103502,Diamantino - MT,Município
5103601,Dom Aquino - MT,Município
5103700,Feliz Natal - MT,Município
5103809,Figueirópolis D'Oeste - MT,Município
5103858,Gaúcha do Norte - MT,Município
5103908,General Carneiro - MT,Município
5103957,Glória D'Oeste - MT,Município
5104104,Guarantã do Norte - MT,Município
5104203,Guiratinga - MT,Município
5104500,Indiavaí - MT,Município
5104526,Ipiranga do Norte - MT,Município
5104542,Itanhangá - MT,Município
5104559,Itaúba - MT,Município
5104609,Itiquira - MT,Município
5104807,Jaciara - MT,Município
5104906,Jangada - MT,Município
5105002,Jauru - MT,Município
5105101,Juara - MT,Município
5105150,Juína - MT,Município
5105176,Juruena - MT,Município
5105200,Juscimeira - MT,Município
5105234,Lambari D'Oeste - MT,Município
5105259,Lucas do Rio Verde - MT,Município
5105309,Luciara - MT,Município
5105507,Vila Bela da Santíssima Trindade - MT,Município
5105580,Marcelândia - MT,Município
5105606,Matupá - MT,Município
5105622,Mirassol d'Oeste - MT,Município
5105903,Nobres - MT,Município
5106000,Nortelândia - MT,Município
5106109,Nossa Senhora do Livramento - MT,Município
5106158,Nova Bandeirantes - MT,Município
5106174,Nova Nazaré - MT,Município
5106182,Nova Lacerda - MT,Município
5106190,Nova Santa Helena - MT,Município
5106208,Nova Brasilândia - MT,Município
5106216,Nova Canaã do Norte - MT,Município
5106224,Nova Mutum - MT,Município
5106232,Nova Olímpia - MT,Município
5106240,Nova Ubiratã - MT,Município
5106257,Nova Xavantina - MT,Município
5106265,Novo Mundo - MT,Município
5106273,Novo Horizonte do Norte - MT,Município
5106281,Novo São Joaquim - MT,Município
5106299,Paranaíta - MT,Município
5106307,Paranatinga - MT,Município
5106315,Novo Santo Antônio - MT,Município
5106372,Pedra Preta - MT,Município
5106422,Peixoto de Azevedo - MT,Município
5106455,Planalto da Serra - MT,Município
5106505,Poconé - MT,Município
5106653,Pontal do Araguaia - MT,Município
5106703,Ponte Branca - MT,Município
5106752,Pontes e Lacerda - MT,Município
5106778,Porto Alegre do Norte - MT,Município
5106802,Porto dos Gaúchos - MT,Município
5106828,Porto Esperidião - MT,Município
5106851,Porto Estrela - MT,Município
5107008,Poxoréu - MT,Município
5107040,Primavera do Leste - MT,Município
5107065,Querência - MT,Município
5107107,São José dos Quatro Marcos - MT,Município
5107156,Reserva do Cabaçal - MT,Município
5107180,Ribeirão Cascalheira - MT,Município
5107198,Ribeirãozinho - MT,Município
5107206,Rio Branco - MT,Município
5107248,Santa Carmem - MT,Município
5107263,Santo Afonso - MT,Município
5107297,São José do Povo - MT,Município
5107305,São José do Rio Claro - MT,Município
5107354,São José do Xingu - MT,Município
5107404,São Pedro da Cipa - MT,Município
5107578,Rondolândia - MT,Município
5107602,Rondonópolis - MT,Município
5107701,Rosário Oeste - MT,Município
5107743,Santa Cruz do Xingu - MT,Município
5107750,Salto do Céu - MT,Município
5107768,Santa Rita do Trivelato - MT,Município
5107776,Santa Terezinha - MT,Município
5107792,Santo Antônio do Leste - MT,Município
5107800,Santo Antônio do Leverger - MT,Município
5107859,São Félix do Araguaia - MT,Município
5107875,Sapezal - MT,Município
5107883,Serra Nova Dourada - MT,Município
5107909,Sinop - MT,Município
5107925,Sorriso - MT,Município
5107941,Tabaporã - MT,Município
5107958,Tangará da Serra - MT,Município
5108006,Tapurah - MT,Município
5108055,Terra Nova do Norte - MT,Município
5108105,Tesouro - MT,Município
5108204,Torixoréu - MT,Município
5108303,União do Sul - MT,Município
5108352,Vale de São Domingos - MT,Município
5108402,Várzea Grande - MT,Município
5108501,Vera - MT,Município
5108600,Vila Rica - MT,Município
5108808,Nova Guarita - MT,Município
5108857,Nova Marilândia - MT,Município
5108907,Nova Maringá - MT,Município
5108956,Nova Monte Verde - MT,Município
5200050,Abadia de Goiás - GO,Município
5200100,Abadiânia - GO,Município
5200134,Acreúna - GO,Município
5200159,Adelândia - GO,Município
5200175,Água Fria de Goiás - GO,Município
5200209,Água Limpa - GO,Município
5200258,Águas Lindas de Goiás - GO,Município
5200308,Alexânia - GO,Município
5200506,Aloândia - GO,Município
5200555,Alto Horizonte - GO,Município
5200605,Alto Paraíso de Goiás - GO,Município
5200803,Alvorada do Norte - GO,Município
5200829,Amaralina - GO,Município
5200852,Americano do Brasil - GO,Município
5200902,Amorinópolis - GO,Município
5201108,Anápolis - GO,Município
5201207,Anhanguera - GO,Município
5201306,Anicuns - GO,Município
5201405,Aparecida de Goiânia - GO,Município
5201454,Aparecida do Rio Doce - GO,Município
5201504,Aporé - GO,Município
5201603,Araçu - GO,Município
5201702,Aragarças - GO,Município
5201801,Aragoiânia - GO,Município
5202155,Araguapaz - GO,Município
5202353,Arenópolis - GO,Município
5202502,Aruanã - GO,Município
5202601,Aurilândia - GO,Município
5202809,Avelinópolis - GO,Município
5203104,Baliza - GO,Município
5203203,Barro Alto - GO,Município
5203302,Bela Vista de Goiás - GO,Município
5203401,Bom Jardim de Goiás - GO,Município
5203500,Bom Jesus de Goiás - GO,Município
5203559,Bonfinópolis - GO,Município
5203575,Bonópolis - GO,Município
5203609,Brazabrantes - GO,Município
5203807,Britânia - GO,Município
5203906,Buriti Alegre - GO,Município
5203939,Buriti de Goiás - GO,Município
5203962,Buritinópolis - GO,Município
5204003,Cabeceiras - GO,Município
5204102,Cachoeira Alta - GO,Município
5204201,Cachoeira de Goiás - GO,Município
5204250,Cachoeira Dourada - GO,Município
5204300,Caçu - GO,Município
5204409,Caiapônia - GO,Município
5204508,Caldas Novas - GO,Município
5204557,Caldazinha - GO,Município
5204607,Campestre de Goiás - GO,Município
5204656,Campinaçu - GO,Município
5204706,Campinorte - GO,Município
5204805,Campo Alegre de Goiás - GO,Município
5204854,Campo Limpo de Goiás - GO,Município
5204904,Campos Belos - GO,Município
5204953,Campos Verdes - GO,Município
5205000,Carmo do Rio Verde - GO,Município
5205059,Castelândia - GO,Município
5205109,Catalão - GO,Município
5205208,Caturaí - GO,Município
5205307,Cavalcante - GO,Município
5205406,Ceres - GO,Município
5205455,Cezarina - GO,Município
5205471,Chapadão do Céu - GO,Município
5205497,Cidade Ocidental - GO,Município
5205513,Cocalzinho de Goiás - GO,Município
5205521,Colinas do Sul - GO,Município
5205703,Córrego do Ouro - GO,Município
5205802,Corumbá de Goiás - GO,Município
5205901,Corumbaíba - GO,Município
5206206,Cristalina - GO,Município
5206305,Cristianópolis - GO,Município
5206404,Crixás - GO,Município
5206503,Cromínia - GO,Município
5206602,Cumari - GO,Município
5206701,Damianópolis - GO,Município
5206800,Damolândia - GO,Município
5206909,Davinópolis - GO,Município
5207105,Diorama - GO,Município
5207253,Doverlândia - GO,Município
5207352,Edealina - GO,Município
5207402,Edéia - GO,Município
5207501,Estrela do Norte - GO,Município
5207535,Faina - GO,Município
5207600,Fazenda Nova - GO,Município
5207808,Firminópolis - GO,Município
5207907,Flores de Goiás - GO,Município
5208004,Formosa - GO,Município
5208103,Formoso - GO,Município
5208152,Gameleira de Goiás - GO,Município
5208301,Divinópolis de Goiás - GO,Município
5208400,Goianápolis - GO,Município
5208509,Goiandira - GO,Município
5208608,Goianésia - GO,Município
5208707,Goiânia - GO,Município
5208806,Goianira - GO,Município
5208905,Goiás - GO,Município
5209101,Goiatuba - GO,Município
5209150,Gouvelândia - GO,Município
5209200,Guapó - GO,Município
5209291,Guaraíta - GO,Município
5209408,Guarani de Goiás - GO,Município
5209457,Guarinos - GO,Município
5209606,Heitoraí - GO,Município
5209705,Hidrolândia - GO,Município
5209804,Hidrolina - GO,Município
5209903,Iaciara - GO,Município
5209937,Inaciolândia - GO,Município
5209952,Indiara - GO,Município
5210000,Inhumas - GO,Município
5210109,Ipameri - GO,Município
5210158,Ipiranga de Goiás - GO,Município
5210208,Iporá - GO,Município
5210307,Israelândia - GO,Município
5210406,Itaberaí - GO,Município
5210562,Itaguari - GO,Município
5210604,Itaguaru - GO,Município
5210802,Itajá - GO,Município
5210901,Itapaci - GO,Município
5211008,Itapirapuã - GO,Município
5211206,Itapuranga - GO,Município
5211305,Itarumã - GO,Município
5211404,Itauçu - GO,Município
5211503,Itumbiara - GO,Município
5211602,Ivolândia - GO,Município
5211701,Jandaia - GO,Município
5211800,Jaraguá - GO,Município
5211909,Jataí - GO,Município
5212006,Jaupaci - GO,Município
5212055,Jesúpolis - GO,Município
5212105,Joviânia - GO,Município
5212204,Jussara - GO,Município
5212253,Lagoa Santa - GO,Município
5212303,Leopoldo de Bulhões - GO,Município
5212501,Luziânia - GO,Município
5212600,Mairipotaba - GO,Município
5212709,Mambaí - GO,Município
5212808,Mara Rosa - GO,Município
5212907,Marzagão - GO,Município
5212956,Matrinchã - GO,Município
5213004,Maurilândia - GO,Município
5213053,Mimoso de Goiás - GO,Município
5213087,Minaçu - GO,Município
5213103,Mineiros - GO,Município
5213400,Moiporá - GO,Município
5213509,Monte Alegre de Goiás - GO,Município
5213707,Montes Claros de Goiás - GO,Município
5213756,Montividiu - GO,Município
5213772,Montividiu do Norte - GO,Município
5213806,Morrinhos - GO,Município
5213855,Morro Agudo de Goiás - GO,Município
5213905,Mossâmedes - GO,Município
5214002,Mozarlândia - GO,Município
5214051,Mundo Novo - GO,Município
5214101,Mutunópolis - GO,Município
5214408,Nazário - GO,Município
5214507,Nerópolis - GO,Município
5214606,Niquelândia - GO,Município
5214705,Nova América - GO,Município
5214804,Nova Aurora - GO,Município
5214838,Nova Crixás - GO,Município
5214861,Nova Glória - GO,Município
5214879,Nova Iguaçu de Goiás - GO,Município
5214903,Nova Roma - GO,Município
5215009,Nova Veneza - GO,Município
5215207,Novo Brasil - GO,Município
5215231,Novo Gama - GO,Município
5215256,Novo Planalto - GO,Município
5215306,Orizona - GO,Município
5215405,Ouro Verde de Goiás - GO,Município
5215504,Ouvidor - GO,Município
5215603,Padre Bernardo - GO,Município
5215652,Palestina de Goiás - GO,Município
5215702,Palmeiras de Goiás - GO,Município
5215801,Palmelo - GO,Município
5215900,Palminópolis - GO,Município
5216007,Panamá - GO,Município
5216304,Paranaiguara - GO,Município
5216403,Paraúna - GO,Município
5216452,Perolândia - GO,Município
5216809,Petrolina de Goiás - GO,Município
5216908,Pilar de Goiás - GO,Município
5217104,Piracanjuba - GO,Município
5217203,Piranhas - GO,Município
5217302,Pirenópolis - GO,Município
5217401,Pires do Rio - GO,Município
5217609,Planaltina - GO,Município
5217708,Pontalina - GO,Município
5218003,Porangatu - GO,Município
5218052,Porteirão - GO,Município
5218102,Portelândia - GO,Município
5218300,Posse - GO,Município
5218391,Professor Jamil - GO,Município
5218508,Quirinópolis - GO,Município
5218607,Rialma - GO,Município
5218706,Rianápolis - GO,Município
5218789,Rio Quente - GO,Município
5218805,Rio Verde - GO,Município
5218904,Rubiataba - GO,Município
5219001,Sanclerlândia - GO,Município
5219100,Santa Bárbara de Goiás - GO,Município
5219209,Santa Cruz de Goiás - GO,Município
5219258,Santa Fé de Goiás - GO,Município
5219308,Santa Helena de Goiás - GO,Município
5219357,Santa Isabel - GO,Município
5219407,Santa Rita do Araguaia - GO,Município
5219456,Santa Rita do Novo Destino - GO,Município
5219506,Santa Rosa de Goiás - GO,Município
5219605,Santa Tereza de Goiás - GO,Município
5219704,Santa Terezinha de Goiás - GO,Município
5219712,Santo Antônio da Barra - GO,Município
5219738,Santo Antônio de Goiás - GO,Município
5219753,Santo Antônio do Descoberto - GO,Município
5219803,São Domingos - GO,Município
5219902,São Francisco de Goiás - GO,Município
5220009,São João d'Aliança - GO,Município
5220058,São João da Paraúna - GO,Município
5220108,São Luís de Montes Belos - GO,Município
5220157,São Luiz do Norte - GO,Município
5220207,São Miguel do Araguaia - GO,Município
5220264,São Miguel do Passa Quatro - GO,Município
5220280,São Patrício - GO,Município
5220405,São Simão - GO,Município
5220454,Senador Canedo - GO,Município
5220504,Serranópolis - GO,Município
5220603,Silvânia - GO,Município
5220686,Simolândia - GO,Município
5220702,Sítio d'Abadia - GO,Município
5221007,Taquaral de Goiás - GO,Município
5221080,Teresina de Goiás - GO,Município
5221197,Terezópolis de Goiás - GO,Município
5221304,Três Ranchos - GO,Município
5221403,Trindade - GO,Município
5221452,Trombas - GO,Município
5221502,Turvânia - GO,Município
5221551,Turvelândia - GO,Município
5221577,Uirapuru - GO,Município
5221601,Uruaçu - GO,Município
5221700,Uruana - GO,Município
5221809,Urutaí - GO,Município
5221858,Valparaíso de Goiás - GO,Município
5221908,Varjão - GO,Município
5222005,Vianópolis - GO,Município
5222054,Vicentinópolis - GO,Município
5222203,Vila Boa - GO,Município
5222302,Vila Propício - GO,Município
5300108,Brasília - DF,Município
11006,Cacoal,Microrregião
11003,Ariquemes,Microrregião
11008,Colorado do Oeste,Microrregião
11002,Guajará-Mirim,Microrregião
11004,Ji-Paraná,Microrregião
11005,Alvorada D'Oeste,Microrregião
11007,Vilhena,Microrregião
11001,Porto Velho,Microrregião
12004,Rio Branco,Microrregião
12005,Brasiléia,Microrregião
12001,Cruzeiro do Sul,Microrregião
12002,Tarauacá,Microrregião
12003,Sena Madureira,Microrregião
13005,Tefé,Microrregião
13003,Alto Solimões,Microrregião
13006,Coari,Microrregião
13013,Madeira,Microrregião
13007,Manaus,Microrregião
13001,Rio Negro,Microrregião
13010,Parintins,Microrregião
13011,Boca do Acre,Microrregião
13012,Purus,Microrregião
13004,Juruá,Microrregião
13009,Itacoatiara,Microrregião
13002,Japurá,Microrregião
13008,Rio Preto da Eva,Microrregião
14001,Boa Vista,Microrregião
14002,Nordeste de Roraima,Microrregião
14003,Caracaraí,Microrregião
14004,Sudeste de Roraima,Microrregião
15011,Cametá,Microrregião
15017,Paragominas,Microrregião
15012,Tomé-Açu,Microrregião
15005,Furos de Breves,Microrregião
15019,Parauapebas,Microrregião
15002,Santarém,Microrregião
15003,Almeirim,Microrregião
15015,Altamira,Microrregião
15007,Belém,Microrregião
15010,Bragantina,Microrregião
15013,Guamá,Microrregião
15014,Itaituba,Microrregião
15004,Portel,Microrregião
15018,São Félix do Xingu,Microrregião
15020,Marabá,Microrregião
15016,Tucuruí,Microrregião
15008,Castanhal,Microrregião
15006,Arari,Microrregião
15009,Salgado,Microrregião
15022,Conceição do Araguaia,Microrregião
15001,Óbidos,Microrregião
15021,Redenção,Microrregião
16003,Macapá,Microrregião
16002,Amapá,Microrregião
16001,Oiapoque,Microrregião
16004,Mazagão,Microrregião
17003,Miracema do Tocantins,Microrregião
17001,Bico do Papagaio,Microrregião
17005,Gurupi,Microrregião
17008,Dianópolis,Microrregião
17006,Porto Nacional,Microrregião
17002,Araguaína,Microrregião
17004,Rio Formoso,Microrregião
17007,Jalapão,Microrregião
21009,Imperatriz,Microrregião
21016,Coelho Neto,Microrregião
21013,Baixo Parnaíba Maranhense,Microrregião
21001,Litoral Ocidental Maranhense,Microrregião
21008,Pindaré,Microrregião
21015,Codó,Microrregião
21020,Gerais de Balsas,Microrregião
21007,Gurupi,Microrregião
21005,Baixada Maranhense,Microrregião
21014,Chapadinha,Microrregião
21011,Alto Mearim e Grajaú,Microrregião
21003,Rosário,Microrregião
21010,Médio Mearim,Microrregião
21018,Chapadas do Alto Itapecuru,Microrregião
21004,Lençóis Maranhenses,Microrregião
21021,Chapadas das Mangabeiras,Microrregião
21017,Caxias,Microrregião
21019,Porto Franco,Microrregião
21006,Itapecuru Mirim,Microrregião
21012,Presidente Dutra,Microrregião
21002,Aglomeração Urbana de São Luís,Microrregião
22015,Alto Médio Canindé,Microrregião
22005,Médio Parnaíba Piauiense,Microrregião
22014,Pio IX,Microrregião
22004,Campo Maior,Microrregião
22003,Teresina,Microrregião
22010,Alto Médio Gurguéia,Microrregião
22011,São Raimundo Nonato,Microrregião
22008,Bertolínia,Microrregião
22006,Valença do Piauí,Microrregião
22013,Picos,Microrregião
22012,Chapadas do Extremo Sul Piauiense,Microrregião
22007,Alto Parnaíba Piauiense,Microrregião
22001,Baixo Parnaíba Piauiense,Microrregião
22002,Litoral Piauiense,Microrregião
22009,Floriano,Microrregião
23033,Brejo Santo,Microrregião
23013,Baturité,Microrregião
23001,Litoral de Camocim e Acaraú,Microrregião
23021,Sertão de Senador Pompeu,Microrregião
23020,Sertão de Inhamuns,Microrregião
23004,Meruoca,Microrregião
23030,Caririaçu,Microrregião
23023,Baixo Jaguaribe,Microrregião
23008,Itapipoca,Microrregião
23027,Várzea Alegre,Microrregião
23011,Médio Curu,Microrregião
23016,Fortaleza,Microrregião
23022,Litoral de Aracati,Microrregião
23018,Sertão de Cratéus,Microrregião
23029,Chapada do Araripe,Microrregião
23031,Barro,Microrregião
23028,Lavras da Mangabeira,Microrregião
23019,Sertão de Quixeramobim,Microrregião
23032,Cariri,Microrregião
23014,Chorozinho,Microrregião
23015,Cascavel,Microrregião
23012,Canindé,Microrregião
23005,Sobral,Microrregião
23002,Ibiapaba,Microrregião
23007,Santa Quitéria,Microrregião
23026,Iguatu,Microrregião
23003,Coreaú,Microrregião
23025,Serra do Pereiro,Microrregião
23017,Pacajus,Microrregião
23006,Ipu,Microrregião
23010,Uruburetama,Microrregião
23024,Médio Jaguaribe,Microrregião
23009,Baixo Curu,Microrregião
24012,Seridó Oriental,Microrregião
24004,Vale do Açu,Microrregião
24009,Angicos,Microrregião
24005,Serra de São Miguel,Microrregião
24006,Pau dos Ferros,Microrregião
24007,Umarizal,Microrregião
24002,Chapada do Apodi,Microrregião
24001,Mossoró,Microrregião
24019,Litoral Sul,Microrregião
24003,Médio Oeste,Microrregião
24014,Borborema Potiguar,Microrregião
24013,Baixa Verde,Microrregião
24010,Serra de Santana,Microrregião
24015,Agreste Potiguar,Microrregião
24008,Macau,Microrregião
24011,Seridó Ocidental,Microrregião
24017,Macaíba,Microrregião
24018,Natal,Microrregião
24016,Litoral Nordeste,Microrregião
25007,Serra do Teixeira,Microrregião
25005,Piancó,Microrregião
25015,Brejo Paraibano,Microrregião
25016,Guarabira,Microrregião
25011,Cariri Oriental,Microrregião
25012,Curimataú Ocidental,Microrregião
25023,Litoral Sul,Microrregião
25002,Cajazeiras,Microrregião
25010,Cariri Ocidental,Microrregião
25003,Sousa,Microrregião
25013,Curimataú Oriental,Microrregião
25004,Patos,Microrregião
25014,Esperança,Microrregião
25019,Umbuzeiro,Microrregião
25020,Litoral Norte,Microrregião
25009,Seridó Oriental Paraibano,Microrregião
25022,João Pessoa,Microrregião
25001,Catolé do Rocha,Microrregião
25006,Itaporanga,Microrregião
25017,Campina Grande,Microrregião
25018,Itabaiana,Microrregião
25021,Sapé,Microrregião
25008,Seridó Ocidental Paraibano,Microrregião
26017,Recife,Microrregião
26003,Pajeú,Microrregião
26005,Petrolina,Microrregião
26012,Brejo Pernambucano,Microrregião
26015,Mata Meridional Pernambucana,Microrregião
26007,Vale do Ipanema,Microrregião
26008,Vale do Ipojuca,Microrregião
26013,Mata Setentrional Pernambucana,Microrregião
26011,Garanhuns,Microrregião
26016,Itamaracá,Microrregião
26001,Araripina,Microrregião
26004,Sertão do Moxotó,Microrregião
26006,Itaparica,Microrregião
26010,Médio Capibaribe,Microrregião
26018,Suape,Microrregião
26009,Alto Capibaribe,Microrregião
26002,Salgueiro,Microrregião
26014,Vitória de Santo Antão,Microrregião
26019,Fernando de Noronha,Microrregião
27001,Serrana do Sertão Alagoano,Microrregião
27012,São Miguel dos Campos,Microrregião
27006,Arapiraca,Microrregião
27009,Mata Alagoana,Microrregião
27011,Maceió,Microrregião
27004,Batalha,Microrregião
27005,Palmeira dos Índios,Microrregião
27003,Santana do Ipanema,Microrregião
27008,Serrana dos Quilombos,Microrregião
27002,Alagoana do Sertão do São Francisco,Microrregião
27013,Penedo,Microrregião
27010,Litoral Norte Alagoano,Microrregião
27007,Traipu,Microrregião
28007,Propriá,Microrregião
28003,Nossa Senhora das Dores,Microrregião
28011,Aracaju,Microrregião
28012,Boquim,Microrregião
28004,Agreste de Itabaiana,Microrregião
28001,Sergipana do Sertão do São Francisco,Microrregião
28008,Cotinguiba,Microrregião
28002,Carira,Microrregião
28010,Baixo Cotinguiba,Microrregião
28013,Estância,Microrregião
28009,Japaratuba,Microrregião
28006,Agreste de Lagarto,Microrregião
28005,Tobias Barreto,Microrregião
29023,Seabra,Microrregião
29005,Paulo Afonso,Microrregião
29017,Alagoinhas,Microrregião
29015,Ribeira do Pombal,Microrregião
29012,Feira de Santana,Microrregião
29025,Livramento do Brumado,Microrregião
29024,Jequié,Microrregião
29032,Porto Seguro,Microrregião
29031,Ilhéus-Itabuna,Microrregião
29019,Catu,Microrregião
29009,Irecê,Microrregião
29028,Vitória da Conquista,Microrregião
29008,Senhor do Bonfim,Microrregião
29002,Cotegipe,Microrregião
29027,Brumado,Microrregião
29016,Serrinha,Microrregião
29020,Santo Antônio de Jesus,Microrregião
29001,Barreiras,Microrregião
29011,Itaberaba,Microrregião
29006,Barra,Microrregião
29007,Bom Jesus da Lapa,Microrregião
29022,Boquira,Microrregião
29026,Guanambi,Microrregião
29010,Jacobina,Microrregião
29030,Valença,Microrregião
29021,Salvador,Microrregião
29004,Juazeiro,Microrregião
29003,Santa Maria da Vitória,Microrregião
29014,Euclides da Cunha,Microrregião
29018,Entre Rios,Microrregião
29013,Jeremoabo,Microrregião
29029,Itapetinga,Microrregião
31019,Patrocínio,Microrregião
31024,Três Marias,Microrregião
31061,Manhuaçu,Microrregião
31060,Ponte Nova,Microrregião
31039,Ipatinga,Microrregião
31036,Peçanha,Microrregião
31022,Uberaba,Microrregião
31045,Campo Belo,Microrregião
31016,Nanuque,Microrregião
31005,Salinas,Microrregião
31041,Aimorés,Microrregião
31055,Andrelândia,Microrregião
31054,São Lourenço,Microrregião
31051,Poços de Caldas,Microrregião
31066,Cataguases,Microrregião
31049,Alfenas,Microrregião
31059,Barbacena,Microrregião
31014,Almenara,Microrregião
31037,Governador Valadares,Microrregião
31047,Passos,Microrregião
31062,Viçosa,Microrregião
31031,Itabira,Microrregião
31028,Conceição do Mato Dentro,Microrregião
31013,Pedra Azul,Microrregião
